league_name,2009/2010,2010,2010/2011,2011,2011/2012,2012,2012/2013,2013,2013/2014,2014,2014/2015,2015,2015/2016,2016,2016/2017,2017,2017/2018,2018,2018/2019,2019,2019/2020,2020,2020/2021,2021,2021/2022,2022,2022/2023,2023,2023/2024,2024,2024/2025,2025,2026
India - Indian Super League,,,,,,,,,,35.71,,21.43,,33.93,,,20.0,,31.11,,28.89,,38.18,,28.18,,14.55,,24.24,,24.36,,
Indonesia - ISC A,,,,,,,,,,,,,,24.92,,,,,,,,,,,,,,,,,,,
Indonesia - Premier League,,,22.86,,22.73,,,15.69,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia - Super Liga,,,,,,,,,,24.09,,,,,,21.57,,22.88,,29.08,,34.62,,30.07,,,21.9,,29.74,,26.86,,
Iran - Premier League,,,31.37,,34.97,,34.31,,36.25,,34.58,,34.58,,34.58,,32.5,,38.75,,35.83,,32.5,,37.08,,35.83,,31.67,,32.42,,
Ireland - First Division,,,,15.76,,16.96,,20.54,,29.46,,19.64,,16.07,,25.0,,22.22,,18.66,,16.67,,23.7,,24.31,,23.89,,30.0,,21.74,
Ireland - Play-off,,,,,,,,,,,,,,,,,,,,,,,,16.67,,33.33,,40.0,,0.0,,,
Ireland - Premier League,,27.22,,21.67,,29.09,,24.24,,25.25,,23.74,,21.32,,23.23,,15.56,,22.78,,21.11,,24.44,,26.67,,25.0,,30.0,,27.59,
Israel - Liga Leumit,,,,,,,,,30.0,,30.0,,30.0,,33.33,,25.83,,31.67,,27.92,,36.25,,36.67,,25.42,,27.92,,21.43,,
Israel - Ligat Al,29.17,,26.67,,27.92,,27.47,,25.27,,28.57,,26.37,,31.32,,24.73,,33.52,,24.18,,24.73,,26.37,,31.32,,26.37,,24.73,,
Israel - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,
Italy - Coppa Italia,,,,,,,,,11.11,,0.0,,11.11,,16.67,,5.56,,16.67,,16.67,,0.0,,13.33,,8.89,,13.33,,20.0,,
Italy - Serie A,26.84,,25.53,,29.21,,25.26,,23.68,,31.58,,25.0,,21.05,,21.84,,28.42,,22.37,,25.26,,25.79,,26.32,,29.47,,28.62,,
Italy - Serie B,29.65,,33.98,,28.57,,31.82,,31.39,,34.2,,29.0,,35.06,,34.42,,32.75,,26.84,,34.47,,30.79,,32.11,,32.11,,35.33,,
Italy - Serie C,,,,,,,,,,,,,,,,,,,,,33.33,,33.33,,20.0,,37.5,,37.5,,,,
Italy - Serie C - Girone A,,,,,,,32.72,,29.17,,30.0,,29.41,,27.63,,29.24,,30.47,,37.45,,30.0,,31.32,,28.42,,29.47,,27.81,,
Italy - Serie C - Girone B,,,,,,,28.33,,28.68,,31.84,,33.33,,29.74,,33.33,,38.42,,28.84,,30.53,,32.37,,31.58,,27.89,,30.0,,
Italy - Serie C - Girone C,,,,,,,,,,,31.84,,32.68,,30.53,,30.99,,26.61,,29.0,,28.07,,29.24,,28.95,,29.21,,34.11,,
Italy - Serie C2 - Girone A,,,,,,,27.78,,31.37,,,,,,,,,,,,,,,,,,,,,,,,
Italy - Serie C2 - Girone B,,,,,,,31.37,,32.35,,,,,,,,,,,,,,,,,,,,,,,,
Italy - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
Japan - J League,,26.14,,24.51,,24.84,,22.22,,25.16,,25.49,,26.8,,23.86,,22.55,,23.53,,22.22,,24.74,,31.7,,25.49,,27.37,,29.31,
Japan - J League 2,,,,,,,,,,29.22,,29.44,,30.09,,26.41,,25.11,,25.76,,26.62,,29.65,,29.0,,28.14,,23.42,,26.0,
Japan - Play-off,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,66.67,,0.0,,,
Kazakhstan - Super Liga,,,,,,,,31.06,,26.52,,27.27,,21.21,,22.73,,24.24,,18.69,,19.09,,26.92,,24.73,,25.27,,25.0,,42.86,
Kenya - Premier League,,,,,,,,,,34.58,,30.83,,35.42,,34.97,,28.43,33.33,,28.13,,28.68,,32.34,,26.97,,31.05,,36.28,,
Latvia - Virsliga,,17.04,,18.75,,25.0,,22.96,,16.11,,26.09,,22.32,,21.43,,14.29,,25.17,,18.52,,15.18,,17.78,,23.89,,18.33,,26.67,
Lithuania - A Liga,,25.93,,22.73,,15.0,,18.06,,21.67,,16.76,,20.54,,28.57,,20.54,,13.39,,23.33,,27.22,,25.56,,25.0,,27.78,,26.67,
Luxembourg - National Division,,,,,,,20.88,,23.63,,21.43,,20.88,,19.78,,20.88,,19.78,,20.17,,23.33,,16.67,,18.33,,23.75,,20.24,,
Malta - Premier Division,,,,,,,23.48,,15.15,,25.76,,17.42,,23.23,,22.53,,20.88,,22.86,,22.28,,27.27,,21.43,,28.02,,24.24,,
Mexico - Ascenso MX,,,,,,,,,31.43,,25.27,,27.5,,31.37,,25.83,,23.81,,32.97,,25.83,,30.15,,29.41,0.0,20.95,,30.48,,
Mexico - Liga MX,,,27.45,,28.76,,33.33,,36.6,,33.33,,18.95,,30.07,,27.45,,26.8,,25.15,,26.14,,35.29,,31.37,,23.53,,26.14,,
Mexico - Liga Premier Serie A,,,,,,,,,,,,,,,,,,,,,22.78,,19.79,,17.75,,15.76,,23.9,,25.0,,
Mexico - Liga Premier Serie B,,,,,,,,,,,,,,,,,,,,,22.78,,,,12.5,,21.82,,15.24,,14.1,,
Moldova - Divizia Nationala,,,20.51,,28.28,,22.73,,15.23,,13.89,,19.26,,17.58,22.22,,30.36,,24.11,,,18.33,,16.07,,25.0,,12.5,,25.0,,
Montenegro - Liga Prva,,,,,,,27.27,,26.26,,20.71,,23.23,,24.75,,32.22,,32.78,,31.61,,27.22,,25.56,,29.44,,30.56,,25.0,,
Montenegro - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,25.0,,25.0,,50.0,,,,
Morocco - GNEF 1,,,39.58,,32.5,,38.75,,37.92,,36.25,,29.58,,27.92,,31.25,,37.08,,33.33,,32.92,,35.0,,32.08,,30.42,,30.5,,
Myanmar - National League,,,,,,,,,,,,,,,,,,,,,,18.18,,,,14.44,,19.7,,,18.94,,
Netherlands - Derde Divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,,21.2,,
Netherlands - Derde Divisie Zaterdag,,,,,,,,,,,,,,,,,,,,,18.23,,20.45,,22.55,,19.61,,,,,,
Netherlands - Derde Divisie Zondag,,,,,,,,,,,,,,,,,,,,,25.54,,28.0,,21.57,,24.18,,,,,,
Netherlands - Eerste Divisie,,,26.8,,21.9,,22.5,,21.32,,21.05,,22.51,,21.58,,22.37,,23.42,,26.9,,20.53,,21.58,,20.79,,24.74,,22.88,,
Netherlands - Eredivisie,20.26,,23.2,,20.59,,25.49,,27.45,,23.86,,24.18,,23.86,,23.86,,19.61,,21.12,,25.49,,20.92,,23.86,,24.84,,24.57,,
Netherlands - Play-off,,,,,,,,,,,,,,,,,,,,,,,16.67,,16.67,,23.08,,25.93,,,,
Netherlands - Tweede Divisie,,,,,,,,,,,,,,,,,,,,,21.86,,31.91,,19.93,,21.24,,23.2,,20.17,,
Nicaragua - Liga Primera,,,,,,,,,,,,,,,,,,,,,32.22,,31.11,,22.22,,24.44,,25.56,,25.56,,
Nigeria - Premier League,,,,,,,,16.05,,21.76,,24.21,,21.35,,20.0,,25.42,,25.38,25.2,,24.21,,20.79,,31.11,,22.89,,26.55,,
North America - CONCACAF Champions Cup,,,,,,,,,10.42,,20.83,,20.83,,25.0,,23.33,,,10.0,,26.92,,20.69,,25.0,,23.33,,21.57,,21.05,
North America - CONCACAF Gold Cup,,,,,,,,11.11,,,,,,,,,,,,12.5,,,,22.22,,,,44.44,,,,0.0,
North America - World Cup Qualification,,,,,,,,,,0.0,,28.57,,,,,,30.0,,,,,,,,14.29,,,,,,,100.0
North Macedonia - First League,,,22.73,,24.24,,23.23,,28.28,,27.41,,25.19,,31.67,,27.78,,25.15,,26.96,,27.27,,24.75,,26.06,,27.78,,29.86,,
Northern Ireland - NIFL Premiership,,,,,,,25.76,,21.21,,25.76,,19.7,,22.22,,17.68,,18.69,,18.82,,22.22,,18.69,,15.66,,17.68,,21.88,,
Norway - 1. divisjon,,20.95,,23.33,,21.25,,22.5,,21.25,,27.08,,23.33,,27.5,,20.83,,20.83,,27.08,,25.0,,21.67,,24.17,,23.75,,,
Norway - Eliteserien,,27.08,,22.92,,24.58,,25.42,,23.33,,22.08,,25.83,,24.58,,26.25,,30.42,,24.17,,27.08,,23.75,,17.5,,25.0,,,
Norway - Play-off,,,,,,,,,,,,,,,,,,,,,,,,100.0,,0.0,,,0.0,,0.0,,
Oceania - World Cup Qualification,,,,,,,,,,33.33,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0
Olympic Games,,,,,,,,,,,,,,,,,,,,,,20.83,,,,,,,,12.5,12.5,,
Paraguay - Division Profesional,,25.0,,34.09,,23.48,,28.03,,32.58,,28.03,,21.97,,31.06,,28.79,,26.52,,30.3,,26.67,,23.48,,29.55,,27.27,,31.48,
Peru - Liga 1,,,,25.42,,25.73,,29.17,,27.5,,28.68,,26.67,,26.79,,28.57,,29.41,,32.11,,24.69,,21.64,,22.81,,24.84,,23.81,
Poland - Ekstraklasa,27.08,,25.0,,27.08,,26.25,,30.42,,27.5,,30.83,,25.0,,30.42,,25.0,,24.17,,27.5,,27.45,,26.47,,30.39,,24.44,,
Poland - I Liga,28.76,,26.6,,29.08,,24.51,,31.05,,28.43,,24.26,,26.8,,26.14,,30.07,,23.2,,25.49,,29.41,,30.07,,25.49,,30.23,,
Poland - II Liga,,,,,,,,,,,30.07,,25.25,,29.74,,26.14,,26.8,,22.88,,23.1,,21.9,,25.82,,28.1,,21.32,,
Poland - II Liga East,24.18,,34.31,,24.58,,27.12,,25.49,,,,,,,,,,,,,,,,,,,,,,,,
Poland - II Liga West,26.8,,28.43,,29.08,,22.88,,26.8,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga - Group 1,,,,,,,,,,,,,,,22.55,,21.57,,21.9,,24.71,,22.94,,20.47,,25.82,,23.2,,25.67,,
Poland - III Liga - Group 2,,,,,,,,,,,,,,,20.26,,17.65,,15.69,,19.75,,21.21,,21.24,,20.92,,16.34,,26.46,,
Poland - III Liga - Group 3,,,,,,,,,,,,,,,25.49,,19.61,,22.22,,27.78,,21.35,,21.9,,21.9,,26.14,,23.94,,
Poland - III Liga - Group 4,,,,,,,,,,,,,,,22.06,,24.18,,26.47,,32.16,,20.24,,22.88,,19.93,,21.57,,20.32,,
Poland - III Liga dolnośląsko-lubuska,,,,,,,20.0,,20.92,,19.02,,16.01,,,,,,,,,,,,,,,,,,,,
Poland - III Liga kujawsko-pomorsko-wielkopolska,,,,,,,24.58,,15.69,,20.92,,22.08,,,,,,,,,,,,,,,,,,,,
Poland - III Liga lubelsko-podkarpacka,,,,,,,19.17,,21.32,,27.12,,20.26,,,,,,,,,,,,,,,,,,,,
Poland - III Liga małopolsko-świętokrzyska,,,,,,,25.42,,24.51,,24.51,,12.87,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska,,,,,,,24.58,,,,20.53,,23.75,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (north),,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga opolsko-śląska (south),,,,,,,,,19.08,,,,,,,,,,,,,,,,,,,,,,,,
Poland - III Liga podlasko-warmińsko-mazurska,,,,,,,17.92,,21.57,,20.92,,16.99,,,,,,,,,,,,,,,,,,,,
Poland - III Liga pomorsko-zachodniopomorska,,,,,,,25.83,,22.5,,21.67,,17.92,,,,,,,,,,,,,,,,,,,,
Poland - III Liga łódzko-mazowiecka,,,,,,,20.42,,24.21,,27.12,,23.2,,,,,,,,,,,,,,,,,,,,
Poland - Polish Cup,,,,,,,,,11.54,,11.54,,5.0,,5.56,,20.0,,25.0,,0.0,,0.0,,0.0,,10.0,,10.0,,18.18,,
Poland - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,100.0,,0.0,,,
Portugal - LigaPro,,,31.67,,32.5,,31.17,,26.41,,29.89,,30.43,,28.35,,26.05,,24.18,,26.85,,30.39,,26.8,,28.43,,27.45,,32.05,,
Portugal - Play-off,,,,,,,,,,,,,,,,,,,,,,,0.0,,50.0,,25.0,,0.0,,,,
Portugal - Primeira Liga,28.33,,27.5,,22.08,,25.42,,25.0,,27.78,,24.84,,26.14,,19.93,,20.26,,25.82,,25.16,,28.43,,17.97,,24.51,,27.04,,
Romania - Liga I,29.08,,29.41,,25.16,,27.78,,25.82,,29.74,,33.52,,23.08,,25.82,,29.12,,27.47,,30.83,,28.33,,26.67,,33.33,,32.5,,
Romania - Liga II,,,,,,,,,,,,,,,18.36,,21.64,,20.53,,30.41,,24.21,,21.05,,26.84,,27.89,,24.74,,
Romania - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,25.0,,25.0,,25.0,,25.0,,,,
Russia - Football National League,,27.63,,,26.58,,30.15,,25.93,,27.78,,22.16,,31.84,,25.53,,31.58,,28.89,,22.08,,23.68,,31.37,,28.76,,34.26,,
Russia - Premier League,,28.75,,,27.5,,22.5,,25.42,,25.42,,27.92,,27.08,,27.92,,29.17,,27.08,,20.83,,24.58,,22.92,,27.5,,27.38,,
Saudi Arabia - Saudi Professional League,27.27,,25.27,,24.18,,27.47,,30.22,,21.98,,25.82,,22.53,,29.67,,22.5,,20.83,,24.17,,27.92,,20.83,,24.51,,19.11,,
Scotland - Championship,,,26.67,,30.0,,23.89,,21.11,,21.11,,22.78,,32.78,,24.44,,27.22,,23.36,,31.85,,32.22,,29.44,,26.11,,22.92,,
Scotland - League One,,,23.89,,23.89,,17.22,,18.89,,21.67,,20.56,,21.11,,20.0,,22.78,,24.46,,21.11,,28.89,,23.33,,22.78,,26.21,,
Scotland - League Two,,,23.33,,22.22,,22.22,,22.22,,21.11,,21.67,,25.56,,22.78,,18.33,,19.71,,20.0,,25.0,,23.89,,32.22,,22.76,,
Scotland - Play-off,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,25.0,,50.0,,,,
Scotland - Premiership,27.27,,21.21,,25.76,,33.33,,21.21,,18.69,,23.23,,28.28,,24.24,,20.2,,25.7,,24.75,,27.78,,16.67,,27.27,,21.67,,
Serbia - Super Liga,23.75,,25.83,,24.58,,24.17,,26.67,,24.17,,30.83,,21.25,,21.25,,24.58,,18.75,,19.21,,24.17,,25.0,,19.58,,22.77,,
Singapore - S League,,,,12.12,,23.08,,21.97,,22.73,,25.0,,20.37,,14.81,,24.3,,19.44,,21.43,,23.81,,20.54,,12.04,,22.52,,,
Slovakia - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,50.0,,,,0.0,,0.0,,,,
Slovakia - Super Liga,23.74,,27.78,,29.8,,29.8,,19.19,,24.75,,21.72,,23.37,,25.0,,21.21,,27.27,,26.52,,25.76,,28.79,,24.24,,31.82,,
Slovenia - 1. SNL,21.11,,25.0,,23.33,,25.56,,21.67,,18.89,,27.78,,30.56,,21.67,,25.56,,23.89,,30.0,,26.67,,29.44,,25.56,,23.26,,
Slovenia - Play-off,,,,,,,,,,,,,,,,,,,,,50.0,,0.0,,0.0,,50.0,,0.0,,,,
South Africa - National First Division,,,,,,,,,31.67,,31.25,,27.5,,27.5,,32.5,,29.17,,32.08,,33.33,,35.42,,28.75,,31.25,,29.71,,
South Africa - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,,,33.33,,,,50.0,,,,
South Africa - Premier Soccer League,,,30.42,,29.17,,35.0,,24.58,,28.33,,28.75,,35.42,,36.67,,32.5,,29.58,,39.17,,38.33,,30.42,,28.33,,23.21,,
South America - Copa America,,,,44.44,,,,,,,,27.78,,16.67,,,,,,33.33,,,,30.0,,,,,,20.83,,,
South America - Copa Libertadores,,,,,,,,33.33,,0.0,,33.33,,25.0,,33.33,,50.0,,0.0,,16.67,,20.0,,23.33,,26.67,,26.67,,23.33,
South America - Copa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,25.0,,18.75,,18.75,,31.25,,50.0,
South America - Recopa Sudamericana,,,,,,,,,,,,,,,,,,,,,,,,0.0,,50.0,,0.0,,0.0,,0.0,
South America - World Cup Qualification,,,,,,,,,,23.61,,,,,,,,24.44,,,,,,,,24.72,,,,,,,30.0
South Korea - K League,,,,27.08,,24.58,,29.67,,30.3,,28.79,,29.8,,30.81,,27.64,,29.29,,26.52,,29.29,,29.8,,30.3,,23.23,,31.03,
South Korea - K League 2,,,,,,,,,,,,,,,,,,,,,,25.19,,28.33,,29.55,,24.36,,29.91,,28.57,
South Korea - Play-off,,,,,,,,,,,,,,,,,,,,,,,,25.0,,25.0,,25.0,,0.0,,,
Spain - Copa del Rey,,,,,,,,,22.22,,33.33,,11.11,,16.67,,16.67,,27.78,,10.0,,20.0,,11.02,,13.49,,10.32,,12.2,,
Spain - LaLiga,25.0,,20.79,,24.93,,22.11,,22.63,,23.95,,24.21,,23.42,,22.63,,28.95,,27.63,,28.68,,29.21,,23.42,,28.16,,27.7,,
Spain - Primera RFEF,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
Spain - Primera RFEF - Group 1,,,,,,,,,,,,,,,,,,,,,,,,,24.74,,27.11,,31.84,,30.11,,
Spain - Primera RFEF - Group 2,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,33.95,,25.53,,36.43,,
Spain - Segunda Division,31.39,,27.71,,24.24,,25.54,,29.65,,29.22,,31.17,,31.6,,28.57,,31.15,,33.98,,28.57,,29.65,,33.33,,30.09,,29.62,,
Spain - Segunda RFEF,,,,,,,,,,,,,,,,,,,,,16.67,,25.0,,50.0,,50.0,,25.0,,,,
Spain - Segunda RFEF - Group 1,,,,,,,31.84,,30.99,,25.53,,25.79,,27.11,,30.79,,29.74,,23.21,,30.0,,28.43,,27.45,,31.7,,30.71,,
Spain - Segunda RFEF - Group 2,,,,,,,30.0,,27.63,,25.79,,27.37,,29.74,,29.47,,32.63,,32.14,,28.0,,32.03,,26.47,,26.14,,25.1,,
Spain - Segunda RFEF - Group 3,,,,,,,32.14,,27.37,,25.79,,30.67,,32.63,,36.84,,35.26,,35.0,,31.5,,30.72,,32.68,,28.1,,32.1,,
Spain - Segunda RFEF - Group 4,,,,,,,32.63,,23.95,,30.26,,32.63,,30.0,,30.79,,26.58,,33.57,,32.78,,27.45,,26.47,,31.37,,30.17,,
Spain - Segunda RFEF - Group 5,,,,,,,,,,,,,,,,,,,,,,,33.89,,29.41,,31.7,,29.08,,23.87,,
Spain - Super Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,0.0,,,,0.0,
Sweden - Allsvenskan,,23.75,,18.75,,30.0,,26.25,,25.42,,24.17,,23.33,,28.75,,22.08,,25.0,,32.51,,24.58,,25.0,,19.58,,21.67,,,
Sweden - Division 1,,,,,,,,,,,,,,,,,,,,,,50.0,,,,0.0,,25.0,,0.0,,,
Sweden - Division 1 Norra,,,,,,,,,,17.03,,24.73,,22.53,,17.58,,26.25,,22.92,,19.58,,20.0,,20.83,,15.42,,22.08,,,
Sweden - Division 1 Södra,,,,,,,,,,22.53,,20.88,,26.37,,20.33,,23.75,,25.42,,22.5,,23.75,,22.5,,19.58,,25.0,,,
Sweden - Play-off,,,,,,,,,,,,,,,,,,,,,,75.0,,50.0,,25.0,,25.0,,0.0,,,
Sweden - Superettan,,27.92,,21.67,,25.0,,25.42,,27.5,,27.08,,28.75,,24.17,,26.67,,26.67,,25.83,,27.08,,26.25,,26.67,,27.92,,,
Switzerland - Challenge League,,,18.33,,24.58,,22.22,,26.11,,23.89,,29.63,,19.44,,23.33,,26.67,,25.56,,25.0,,20.56,,27.22,,28.33,,26.92,,
Switzerland - Play-off,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,50.0,,0.0,,50.0,,,,
Switzerland - Super League,16.11,,28.33,,24.69,,25.0,,22.78,,26.67,,26.11,,23.33,,21.67,,25.0,,25.0,,28.33,,28.33,,32.22,,24.75,,26.79,,
Taiwan - Premier League,,,,,,,,,,,,,,,,,,,,,,14.29,,17.86,,28.57,,15.48,,15.48,,,
Tajikistan - Vysshaya Liga,,,,,,,,,,,,,,,,,,,,,,27.78,,20.74,,30.0,,27.78,,21.97,,8.33,
Turkey - 1. Lig,,,31.62,,30.39,,28.1,,24.85,,27.45,,28.76,,29.41,,23.53,,24.51,,29.74,,21.24,,22.51,,23.17,,25.16,,25.33,,
Turkey - Süper Lig,26.14,,24.84,,25.49,,27.78,,26.47,,27.45,,25.49,,21.9,,22.55,,29.08,,26.8,,28.1,,23.95,,21.35,,26.32,,24.6,,
Turkmenistan - Ýokary Liga,,,,,,,,,,,,,,,,,,,,,,17.86,,27.27,,12.5,,14.81,,7.81,,22.22,
Ukraine - 1. Liga,,,,,,,,,24.17,,28.87,,28.57,,23.53,,18.63,,27.14,,21.25,,20.83,,20.51,,23.89,,25.56,,27.56,,
Ukraine - Premier League,23.75,,24.17,,25.42,,22.08,,23.33,,29.83,,25.58,,25.76,,33.33,,22.73,,17.42,,26.92,,21.68,,24.58,,27.5,,26.67,,
United Arab Emirates - Premier League,,,,,,,,,25.27,,26.37,,21.43,,24.73,,25.0,,21.86,,20.3,,23.63,,24.18,,22.53,,24.73,,18.55,,
United States - MLS Next Pro,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,,22.22,,24.38,,24.0,
United States - Major League Soccer,,24.17,,34.31,,23.84,,25.39,,27.55,,21.24,,31.47,,24.06,,20.97,,22.55,,23.05,,27.02,,24.79,,29.61,,24.34,,25.0,
United States - National Independent Soccer Association,,,,,,,,,,,,,,,,,,,,,,,,,,25.53,,22.22,,14.46,,,
United States - North American Soccer League,,,,,,,,,,22.22,,40.0,,29.09,,29.69,,,,,,,,,,,,,,,,,
United States - USL Championship,,,,,,,,,,,,,,,,,,,,24.84,,20.96,,23.39,,21.35,,24.75,,25.0,13.33,22.73,
United States - USL League One,,,,,,,,,,,,,,,,,,,,27.14,,24.14,,27.98,,29.7,,26.56,,25.76,14.29,37.5,
United States - USL League Two,,,,,,,,,,,,,,,,,,,,21.01,,,,17.65,,15.5,,18.21,,19.58,,,
Uruguay - Primera Division,25.83,,30.83,,20.83,,26.67,,25.83,,17.5,,25.83,27.5,,25.83,,22.86,,26.67,,38.33,,25.0,,29.17,,35.0,,25.83,,37.5,
Venezuela - Primera Division,,,30.07,,32.03,,20.92,,32.68,,33.33,31.75,,32.11,,31.37,,33.33,,29.47,,30.36,,28.57,,34.17,,29.52,,31.87,,30.36,
Wales - Premier League,23.86,,24.24,,19.7,,21.21,,25.0,,21.21,,22.73,,22.73,,18.18,,19.7,,21.21,,18.94,,25.76,,13.64,,18.94,,20.45,,
World Cup,,29.17,,,,,,,,18.75,,,,,,,,18.75,,,,,,,,20.83,,,,,,,
World Cup Qualification,,,,,,,,,,25.0,,,,,,,,50.0,,,,,,,,50.0,,,,,,,
